Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Company
2013-07-16,15.232857,15.3825,15.148929,15.364286,13.303713,216538000,2013,7,16,Apple
2013-07-17,15.346429,15.436429,15.293571,15.368214,13.307115,198990400,2013,7,17,Apple
2013-07-18,15.477857,15.531071,15.378929,15.42,13.351954,218878800,2013,7,18,Apple
2013-07-19,15.467857,15.499286,15.155357,15.176786,13.141357,268721600,2013,7,19,Apple
2013-07-22,15.337857,15.348214,15.195357,15.225357,13.183416,207796400,2013,7,22,Apple
2013-07-23,15.214286,15.248571,14.953929,14.963929,12.957048,369395600,2013,7,23,Apple
2013-07-24,15.676071,15.878214,15.545,15.7325,13.622545,591936800,2013,7,24,Apple
2013-07-25,15.739286,15.764286,15.564643,15.660714,13.560389,229493600,2013,7,25,Apple
2013-07-26,15.546429,15.751429,15.512143,15.749643,13.637388,200152400,2013,7,26,Apple
2013-07-29,15.742857,16.071072,15.721429,15.9925,13.847672,248057600,2013,7,29,Apple
2013-07-30,16.07,16.326786,16.043928,16.190001,14.018688,309422400,2013,7,30,Apple
2013-07-31,16.249643,16.33357,16.051071,16.161785,13.994255,322957600,2013,7,31,Apple
2013-08-01,16.276787,16.314285,16.187857,16.309999,14.122589,206250800,2013,8,1,Apple
2013-08-02,16.3575,16.530357,16.309286,16.519285,14.303809,274783600,2013,8,2,Apple
2013-08-05,16.596071,16.809643,16.505358,16.766071,14.517501,318855600,2013,8,5,Apple
2013-08-06,16.715,16.853214,16.506071,16.616072,14.387616,334857600,2013,8,6,Apple
2013-08-07,16.564285,16.678572,16.491785,16.606428,14.379268,298858000,2013,8,7,Apple
2013-08-08,16.566429,16.575001,16.355356,16.464643,14.350626,255777200,2013,8,8,Apple
2013-08-09,16.379999,16.445,16.201786,16.230356,14.146424,266865200,2013,8,9,Apple
2013-08-12,16.316429,16.737499,16.308214,16.691429,14.548293,364434000,2013,8,12,Apple
2013-08-13,16.819286,17.66643,16.71607,17.484644,15.239665,881941200,2013,8,13,Apple
2013-08-14,17.781429,18.008928,17.621429,17.803572,15.517643,756372400,2013,8,14,Apple
2013-08-15,17.729286,17.942858,17.467142,17.782499,15.499276,490294000,2013,8,15,Apple
2013-08-16,17.862499,17.962143,17.816429,17.940357,15.636862,362306000,2013,8,16,Apple
2013-08-19,18.012142,18.347857,18.0,18.133572,15.805266,510518400,2013,8,19,Apple
2013-08-20,18.20393,18.234644,17.886429,17.895357,15.59764,358688400,2013,8,20,Apple
2013-08-21,17.985357,18.112499,17.9,17.941429,15.637803,335879600,2013,8,21,Apple
2013-08-22,18.035,18.056786,17.792856,17.962856,15.656477,244207600,2013,8,22,Apple
2013-08-23,17.973928,17.976786,17.833929,17.893572,15.59609,222731600,2013,8,23,Apple
2013-08-26,17.883928,18.22143,17.875,17.963215,15.656788,330965600,2013,8,26,Apple
2013-08-27,17.785713,17.946787,17.367857,17.449642,15.209158,424188800,2013,8,27,Apple
2013-08-28,17.357143,17.707144,17.357143,17.532143,15.281068,307608000,2013,8,28,Apple
2013-08-29,17.558929,17.732143,17.540358,17.560715,15.305966,239657600,2013,8,29,Apple
2013-08-30,17.571428,17.605356,17.375,17.400715,15.166509,272297200,2013,8,30,Apple
2013-09-03,17.610714,17.878571,17.405357,17.449286,15.208847,331928800,2013,9,3,Apple
2013-09-04,17.841429,17.937143,17.724285,17.810356,15.523556,345032800,2013,9,4,Apple
2013-09-05,17.866072,17.88143,17.629999,17.688213,15.417094,236367600,2013,9,5,Apple
2013-09-06,17.80143,17.834999,17.498215,17.793571,15.508924,359525600,2013,9,6,Apple
2013-09-09,18.035713,18.139999,17.981428,18.077499,15.7564,340687200,2013,9,9,Apple
2013-09-10,18.078571,18.123215,17.482143,17.665714,15.397484,743195600,2013,9,10,Apple
2013-09-11,16.678928,16.9175,16.600357,16.70393,14.559194,898696400,2013,9,11,Apple
2013-09-12,16.732143,16.978571,16.643213,16.881786,14.714214,404051200,2013,9,12,Apple
2013-09-13,16.762142,16.85107,16.59643,16.603571,14.471718,298835600,2013,9,13,Apple
2013-09-16,16.464287,16.486071,15.972143,16.075714,14.011635,543706800,2013,9,16,Apple
2013-09-17,15.998571,16.418215,15.982143,16.261429,14.173507,399380800,2013,9,17,Apple
2013-09-18,16.542143,16.655357,16.452143,16.595715,14.464869,456862000,2013,9,18,Apple
2013-09-19,16.810715,16.993929,16.758928,16.867857,14.702069,404541200,2013,9,19,Apple
2013-09-20,17.071428,17.09107,16.642857,16.693214,14.549853,699302800,2013,9,20,Apple
2013-09-23,17.717857,17.746786,17.235714,17.522858,15.272965,762106800,2013,9,23,Apple
2013-09-24,17.674286,17.695356,17.422144,17.467857,15.225037,364344400,2013,9,24,Apple
2013-09-25,17.47143,17.487143,17.19393,17.1975,14.989392,316957200,2013,9,25,Apple
2013-09-26,17.357143,17.44857,17.282143,17.365,15.135381,237221600,2013,9,26,Apple
2013-09-27,17.277857,17.309643,17.168571,17.241072,15.027364,228040400,2013,9,27,Apple
2013-09-30,17.044643,17.202143,16.943214,17.026787,14.840595,260156400,2013,9,30,Apple
2013-10-01,17.0875,17.469286,17.084999,17.427143,15.189546,353883600,2013,10,1,Apple
2013-10-02,17.343929,17.564285,17.276787,17.484285,15.239349,289184000,2013,10,2,Apple
2013-10-03,17.518213,17.583929,17.169287,17.264643,15.047907,322753200,2013,10,3,Apple
2013-10-04,17.280714,17.307142,17.092857,17.251072,15.036085,258868400,2013,10,4,Apple
2013-10-07,17.377144,17.594643,17.333929,17.419643,15.183003,312292400,2013,10,7,Apple
2013-10-08,17.497856,17.522858,17.162144,17.17643,14.971025,290917200,2013,10,8,Apple
2013-10-09,17.308571,17.42107,17.081429,17.378214,15.1469,301725200,2013,10,9,Apple
2013-10-10,17.547144,17.584999,17.394285,17.487143,15.241841,278602800,2013,10,10,Apple
2013-10-11,17.3925,17.637142,17.327143,17.600357,15.340516,267738800,2013,10,11,Apple
2013-10-14,17.493929,17.770714,17.476786,17.715714,15.441063,261898000,2013,10,14,Apple
2013-10-15,17.768213,17.928572,17.697144,17.809999,15.523246,320073600,2013,10,15,Apple
2013-10-16,17.885357,17.9475,17.829643,17.896786,15.598889,251101200,2013,10,16,Apple
2013-10-17,17.856428,18.027857,17.845715,18.017857,15.704416,253593200,2013,10,17,Apple
2013-10-18,18.071072,18.187857,18.061071,18.174643,15.841066,290542000,2013,10,18,Apple
2013-10-21,18.2775,18.725,18.268572,18.620001,16.229242,398106800,2013,10,21,Apple
2013-10-22,18.800358,18.873215,18.143929,18.566786,16.182861,534063600,2013,10,22,Apple
2013-10-23,18.535713,18.77393,18.535713,18.748571,16.341309,313723200,2013,10,23,Apple
2013-10-24,18.75,19.016787,18.65893,18.996786,16.557648,384764800,2013,10,24,Apple
2013-10-25,18.975714,19.043928,18.753929,18.784286,16.372437,337792000,2013,10,25,Apple
2013-10-28,18.894285,18.964287,18.686071,18.924286,16.494455,550440800,2013,10,28,Apple
2013-10-29,19.1525,19.258928,18.376429,18.452856,16.083561,635807200,2013,10,29,Apple
2013-10-30,18.557501,18.84,18.465,18.746429,16.339445,354163600,2013,10,30,Apple
2013-10-31,18.75,18.838928,18.616785,18.667856,16.270954,275696400,2013,10,31,Apple
2013-11-01,18.715,18.742857,18.422857,18.5725,16.187841,274890000,2013,11,1,Apple
2013-11-04,18.610714,18.815001,18.528929,18.8125,16.397028,244627600,2013,11,4,Apple
2013-11-05,18.735001,18.888929,18.678572,18.766071,16.356556,265213200,2013,11,5,Apple
2013-11-06,18.719643,18.745001,18.507143,18.604286,16.310219,223375600,2013,11,6,Apple
2013-11-07,18.556429,18.685356,18.299286,18.303213,16.046272,262620400,2013,11,7,Apple
2013-11-08,18.377857,18.611786,18.306786,18.591429,16.29895,279316800,2013,11,8,Apple
2013-11-11,18.571072,18.631071,18.371786,18.5375,16.251673,227452400,2013,11,11,Apple
2013-11-12,18.488214,18.71143,18.464287,18.571787,16.281729,204276800,2013,11,12,Apple
2013-11-13,18.5,18.651787,18.462856,18.593929,16.301134,197220800,2013,11,13,Apple
2013-11-14,18.671785,18.902857,18.638214,18.862858,16.536915,282419200,2013,11,14,Apple
2013-11-15,18.806429,18.89607,18.731787,18.749643,16.437656,317920400,2013,11,15,Apple
2013-11-18,18.749643,18.828215,18.507143,18.522499,16.238518,244944000,2013,11,18,Apple
2013-11-19,18.536785,18.692142,18.498928,18.555357,16.267326,208938800,2013,11,19,Apple
2013-11-20,18.543928,18.58643,18.368929,18.392857,16.124861,193916800,2013,11,20,Apple
2013-11-21,18.485714,18.614643,18.345358,18.612143,16.317104,262026800,2013,11,21,Apple
2013-11-22,18.554285,18.648571,18.518929,18.564285,16.275156,223725600,2013,11,22,Apple
2013-11-25,18.607857,18.781071,18.607143,18.705,16.398516,229311600,2013,11,25,Apple
2013-11-26,18.718571,19.147858,18.714287,19.049999,16.700972,401382800,2013,11,26,Apple
2013-11-27,19.153929,19.5,19.049999,19.498571,17.094231,363448400,2013,11,27,Apple
2013-11-29,19.624287,19.940357,19.564644,19.859644,17.410782,318127600,2013,11,29,Apple
2013-12-02,19.928572,20.154642,19.672144,19.686787,17.259239,472544800,2013,12,2,Apple
2013-12-03,19.939285,20.227858,19.917143,20.225714,17.731712,450968000,2013,12,3,Apple
2013-12-04,20.196428,20.328215,20.029285,20.178572,17.69038,377809600,2013,12,4,Apple
2013-12-05,20.451786,20.540714,20.22893,20.282143,17.781179,447580000,2013,12,5,Apple
2013-12-06,20.206785,20.241072,19.984644,20.000713,17.534458,344352400,2013,12,6,Apple
2013-12-09,20.032143,20.342142,20.032143,20.229643,17.735157,320493600,2013,12,9,Apple
2013-12-10,20.127857,20.281429,20.042856,20.198214,17.707607,278269600,2013,12,10,Apple
2013-12-11,20.25,20.391787,19.98893,20.048571,17.576416,359718800,2013,12,11,Apple
2013-12-12,20.076429,20.190714,20.001072,20.019285,17.550735,262290000,2013,12,12,Apple
2013-12-13,20.101786,20.102858,19.77393,19.801071,17.359434,332822000,2013,12,13,Apple
2013-12-16,19.822144,20.094286,19.821787,19.910713,17.455557,282592800,2013,12,16,Apple
2013-12-17,19.850357,19.98,19.763571,19.821072,17.376968,229902400,2013,12,17,Apple
2013-12-18,19.632143,19.694643,19.242857,19.670357,17.244837,565863200,2013,12,18,Apple
2013-12-19,19.625,19.642857,19.418928,19.445,17.047266,320308800,2013,12,19,Apple
2013-12-20,19.479643,19.700357,19.457857,19.607857,17.190042,436413600,2013,12,20,Apple
2013-12-23,20.285713,20.382856,20.098572,20.360357,17.849752,501306400,2013,12,23,Apple
2013-12-24,20.353214,20.424286,20.215357,20.27393,17.773981,167554800,2013,12,24,Apple
2013-12-26,20.289286,20.339287,20.120714,20.139286,17.655939,204008000,2013,12,26,Apple
2013-12-27,20.136429,20.157499,19.982143,20.003214,17.536652,225884400,2013,12,27,Apple
2013-12-30,19.909286,20.003214,19.725714,19.804285,17.362255,253629600,2013,12,30,Apple
2013-12-31,19.791786,20.045713,19.785713,20.036428,17.565765,223084400,2013,12,31,Apple
2014-01-02,19.845715,19.893929,19.715,19.754642,17.318733,234684800,2014,1,2,Apple
2014-01-03,19.745001,19.775,19.301071,19.320715,16.938309,392467600,2014,1,3,Apple
2014-01-06,19.194643,19.52857,19.057142,19.426071,17.03067,412610800,2014,1,6,Apple
2014-01-07,19.440001,19.498571,19.21143,19.287144,16.908884,317209200,2014,1,7,Apple
2014-01-08,19.243214,19.484285,19.23893,19.409286,17.015953,258529600,2014,1,8,Apple
2014-01-09,19.52857,19.530714,19.119642,19.161428,16.798666,279148800,2014,1,9,Apple
2014-01-10,19.279642,19.314285,18.968214,19.033571,16.686579,304976000,2014,1,10,Apple
2014-01-13,18.925358,19.375,18.924286,19.133215,16.77393,378492800,2014,1,13,Apple
2014-01-14,19.222143,19.526072,19.202143,19.513929,17.107693,332561600,2014,1,14,Apple
2014-01-15,19.768572,20.007143,19.702143,19.905714,17.451176,391638800,2014,1,15,Apple
2014-01-16,19.817858,19.887501,19.702856,19.794643,17.3538,229278000,2014,1,16,Apple
2014-01-17,19.695715,19.716785,19.282143,19.309643,16.928598,426739600,2014,1,17,Apple
2014-01-21,19.321072,19.645357,19.300714,19.609644,17.191614,328526800,2014,1,21,Apple
2014-01-22,19.675358,19.903214,19.564644,19.696787,17.268011,379985200,2014,1,22,Apple
2014-01-23,19.640715,19.875,19.4575,19.863571,17.414227,403239200,2014,1,23,Apple
2014-01-24,19.785713,19.843571,19.455357,19.502501,17.097677,429354800,2014,1,24,Apple
2014-01-27,19.645357,19.814285,19.491072,19.660713,17.236374,554878800,2014,1,27,Apple
2014-01-28,18.17,18.392857,17.93107,18.089287,15.858719,1065523200,2014,1,28,Apple
2014-01-29,17.998215,18.120358,17.807858,17.883928,15.678688,502810000,2014,1,29,Apple
2014-01-30,17.947857,18.089287,17.739286,17.849285,15.64832,678501600,2014,1,30,Apple
2014-01-31,17.684999,17.911785,17.626785,17.878571,15.673992,464797200,2014,1,31,Apple
2014-02-03,17.950357,18.133215,17.832144,17.911785,15.703113,401464000,2014,2,3,Apple
2014-02-04,18.066071,18.195,17.955713,18.17107,15.93043,376681200,2014,2,4,Apple
2014-02-05,18.091429,18.402857,18.080357,18.306786,16.049398,328344800,2014,2,5,Apple
2014-02-06,18.216429,18.339287,18.13607,18.303928,16.142954,257765200,2014,2,6,Apple
2014-02-07,18.620714,18.676071,18.477858,18.559999,16.368795,370280400,2014,2,7,Apple
2014-02-10,18.523571,18.999643,18.5,18.8925,16.662035,345559200,2014,2,10,Apple
2014-02-11,18.950357,19.205357,18.910713,19.14143,16.881577,282256800,2014,2,11,Apple
2014-02-12,19.176786,19.27,19.044287,19.139999,16.880316,308100800,2014,2,12,Apple
2014-02-13,19.094999,19.458929,19.078571,19.44393,17.148369,307398000,2014,2,13,Apple
2014-02-14,19.373928,19.499287,19.32893,19.428213,17.134508,272924400,2014,2,14,Apple
2014-02-18,19.5,19.685356,19.486071,19.499643,17.197502,260251600,2014,2,18,Apple
2014-02-19,19.455357,19.531786,19.083929,19.191786,16.925993,313768000,2014,2,19,Apple
2014-02-20,19.035357,19.178572,18.892857,18.969643,16.730076,305858000,2014,2,20,Apple
2014-02-21,19.028214,19.091785,18.735714,18.758928,16.544235,278784800,2014,2,21,Apple
2014-02-24,18.683929,18.925714,18.657858,18.84107,16.616678,288909600,2014,2,24,Apple
2014-02-25,18.906429,18.913214,18.607143,18.645,16.443756,231952000,2014,2,25,Apple
2014-02-26,18.700357,18.75,18.414286,18.476786,16.295404,276217200,2014,2,26,Apple
2014-02-27,18.469286,18.885,18.430357,18.845358,16.620462,301882000,2014,2,27,Apple
2014-02-28,18.895714,19.026787,18.647142,18.794287,16.57542,371968800,2014,2,28,Apple
2014-03-03,18.693571,18.951786,18.671785,18.848572,16.623299,238781200,2014,3,3,Apple
2014-03-04,18.964287,19.022858,18.848928,18.972857,16.732914,259140000,2014,3,4,Apple
2014-03-05,18.96143,19.098213,18.897499,19.012857,16.768183,200062800,2014,3,5,Apple
2014-03-06,19.028214,19.087143,18.860714,18.955357,16.717472,185488800,2014,3,6,Apple
2014-03-07,18.967501,18.999287,18.7875,18.944286,16.707708,220729600,2014,3,7,Apple
